ID;Id Delegacia (RDO);Número BO (RDO);Ano BO (RDO);Data do Acidente;Dia do Acidente;Mês do Acidente;Ano do Acidente;Ano/Mês do Acidente;Dia da semana;Hora do Acidente;Turno;Município;Região Administrativa;Logradouro;Numeral / KM;Jurisdição;Administração;Conservação;Tipo do Local do Acidente;Lat (GEO);Long (GEO);Iluminação da via (SIOPM);Superfície da Via (SIOPM);Tipo de pista (SIOPM);Outro Veículo Envolvido;Tipo de via;Condições Climáticas (SIOPM);Sentido da Via (SIOPM);Limite da velocidade da via (SIOPM);Quantidade de vítimas;Tempo entre o Acidente e as Mortes
3065737;100919;17079;2019;2019/08/06;6;AGOSTO;2019;2019.08;TERÇA;23:20:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 328;311,2;ESTADUAL;CONCESSIONÁRIA-ARTESP;VIAPAULISTA;PUBLICO;-21,23018348104871;-47,81785053657083;NOITE (VIA NÃO ILUMINADA);SECA;DUPLA;AUTOMOVEL;Rodovias;BOM;NORTE;Entre 90 e 100km/h;1;Até 30 dias
3065453;100919;15744;2019;2019/07/19;19;JULHO;2019;2019.07;SEXTA;19:10:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 330;310,8;ESTADUAL;CONCESSIONÁRIA-ARTESP;VIAPAULISTA;PUBLICO;-21,178052588738336;-47,756905060751;LUZ SOLAR;SECA;DUPLA;CAMINHAO;Rodovias;BOM;NORTE;Entre 60 e 69km/h;1;Até 30 dias
3065288;100919;14823;2019;2019/07/06;6;JULHO;2019;2019.07;SÁBADO;13:30:00;TARDE;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA JOAO FIUSA;1225,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,201646;-47,812932;LUZ SOLAR;SECA;SIMPLES;AUTOMOVEL;Vias Municipais;BOM;LESTE;Entre 60 e 69km/h;1;Até 30 dias
3065336;100919;15012;2019;2019/06/27;27;JUNHO;2019;2019.06;QUINTA;18:00:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 328;332,9;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,116320109644526;-47,82642035287761;LUZ SOLAR;SECA;DUPLA;AUTOMOVEL;Rodovias;BOM;EXTERNO;Entre 90 e 100km/h;1;Até 30 dias
3065148;100919;14078;2019;2019/06/26;26;JUNHO;2019;2019.06;QUARTA;18:10:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 328;337,0;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,093024542413882;-47,7945952907434;NOITE (VIA NÃO ILUMINADA);SECA;SIMPLES;AUTOMOVEL;Rodovias;BOM;NORTE;Entre 90 e 100km/h;1;Até 30 dias
3065084;100919;13696;2019;2019/06/22;22;JUNHO;2019;2019.06;SÁBADO;00:16:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;RUA ACRE;1400,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,149947;-47,823081;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;MOTOCICLETA;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3065096;100919;13702;2019;2019/06/22;22;JUNHO;2019;2019.06;SÁBADO;05:55:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;RUA FERNAO SALES;NAO DISPONIVEL;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,157444;-47,797354;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;AUTOMOVEL;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3065029;100919;13332;2019;2019/06/17;17;JUNHO;2019;2019.06;SEGUNDA;06:45:00;MANHA;RIBEIRAO PRETO;Ribeirão Preto;RUA CERQUEIRA CESAR;832,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,180334;-47,809427;LUZ SOLAR;SECA;DUPLA;ONIBUS;Vias Municipais;BOM;INTERNO;Entre 40 e 49km/h;1;Até 30 dias
3065010;100919;13244;2019;2019/06/16;16;JUNHO;2019;2019.06;DOMINGO;00:40:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;SP 328;335,0;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,10625045077062;-47,80918392727402;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NÃO HÁ;Rodovias;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;2;Até 30 dias
3065060;100919;13309;2019;2019/06/16;16;JUNHO;2019;2019.06;DOMINGO;18:20:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 328;334,8;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,10726301560226;-47,810926816569136;NOITE (VIA NÃO ILUMINADA);SECA;DUPLA;AUTOMOVEL;Rodovias;BOM;NORTE;Entre 90 e 100km/h;1;Até 30 dias
3065023;100919;13326;2019;2019/06/15;15;JUNHO;2019;2019.06;SÁBADO;10:30:00;MANHA;RIBEIRAO PRETO;Ribeirão Preto;RUA CORONEL JOSE DA SILVA;100,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,266588;-47,817987;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NÃO HÁ;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3064973;100919;13119;2019;2019/06/14;14;JUNHO;2019;2019.06;SEXTA;09:30:00;MANHA;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA TREZE DE MAIO;310,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,176107;-47,792102;LUZ SOLAR;SECA;DUPLA;AUTOMOVEL;Vias Municipais;BOM;LESTE;Entre 60 e 69km/h;1;Até 30 dias
3064830;100919;12400;2019;2019/06/04;4;JUNHO;2019;2019.06;TERÇA;19:18:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 328;333,5;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,11346294531085;-47,82153039069344;NOITE (VIA NÃO ILUMINADA);SECA;DUPLA;AUTOMOVEL;Rodovias;BOM;NORTE;Mais que 100km/h;1;Até 30 dias
3064735;100919;11978;2019;2019/05/30;30;MAIO;2019;2019.05;QUINTA;09:51:00;MANHA;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA CARAMURU;3556,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,202571;-47,82515;LUZ SOLAR;SECA;DUPLA;MOTOCICLETA;Vias Municipais;BOM;LESTE;Entre 50 e 59km/h;1;Até 30 dias
3064662;100919;11601;2019;2019/05/25;25;MAIO;2019;2019.05;SÁBADO;00:30:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;SP 328;327,7;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,14071993405384;-47,8681409051451;LUZ SOLAR;SECA;SIMPLES;AUTOMOVEL;Rodovias;BOM;LESTE;Entre 40 e 49km/h;1;Até 30 dias
3064808;100919;11597;2019;2019/05/24;24;MAIO;2019;2019.05;SEXTA;20:50:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 334;319,05;ESTADUAL;CONCESSIONÁRIA-ARTESP;VIAPAULISTA;PUBLICO;-21,109208859070673;-47,772994261874516;NOITE (VIA NÃO ILUMINADA);SECA;DUPLA;AUTOMOVEL;Rodovias;BOM;NORTE;Mais que 100km/h;1;Até 30 dias
3064561;100919;11116;2019;2019/05/16;16;MAIO;2019;2019.05;QUINTA;11:07:00;MANHA;RIBEIRAO PRETO;Ribeirão Preto;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3064493;100919;10726;2019;2019/05/13;13;MAIO;2019;2019.05;SEGUNDA;17:30:00;TARDE;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA DOUTOR OSCAR DE MOURA LACERDA;500,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,155036;-47,776516;NOITE (VIA ILUMINADA);MOLHADA;SIMPLES;MOTOCICLETA;Vias Municipais;CHUVA;EXTERNO;Entre 60 e 69km/h;1;Até 30 dias
3064508;100919;10548;2019;2019/05/11;11;MAIO;2019;2019.05;SÁBADO;07:00:00;MANHA;RIBEIRAO PRETO;Ribeirão Preto;SP 330;302,5;ESTADUAL;CONCESSIONÁRIA-ARTESP;VIAPAULISTA;PUBLICO;-21,253858707780978;-47,75511194299442;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;CAMINHAO;Rodovias;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3064426;100919;10364;2019;2019/05/09;9;MAIO;2019;2019.05;QUINTA;00:15:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;RUA JOAO RAMALHO;100,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,168724;-47,80307;LUZ SOLAR;SECA;SIMPLES;AUTOMOVEL;Vias Municipais;BOM;EXTERNO;Entre 60 e 69km/h;1;Até 30 dias
3064346;100919;9994;2019;2019/05/04;4;MAIO;2019;2019.05;SÁBADO;21:24:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 328;331,0;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,125362661797148;-47,84190714686298;NOITE (VIA NÃO ILUMINADA);SECA;DUPLA;AUTOMOVEL;Rodovias;BOM;NORTE;Mais que 100km/h;1;Até 30 dias
3064237;100919;9385;2019;2019/04/26;26;ABRIL;2019;2019.04;SEXTA;21:22:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3064335;100919;10440;2019;2019/04/25;25;ABRIL;2019;2019.04;QUINTA;17:30:00;TARDE;RIBEIRAO PRETO;Ribeirão Preto;RUA JOSE GASTAO DE OLIVEIRA;50,0;MUNICIPAL;PREFEITURA;PREFEITURA;PRIVADO;-21,155706;-47,789325;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;AUTOMOVEL;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3064200;100919;9159;2019;2019/04/24;24;ABRIL;2019;2019.04;QUARTA;06:55:00;MANHA;RIBEIRAO PRETO;Ribeirão Preto;RUA CORONEL LUIS DA CUNHA;1235,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,164733;-47,821662;LUZ SOLAR;SECA;SIMPLES;ONIBUS;Vias Municipais;BOM;INTERNO;Entre 40 e 49km/h;1;Até 30 dias
3064204;100919;9225;2019;2019/04/24;24;ABRIL;2019;2019.04;QUARTA;22:40:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA DOUTOR FRANCISCO JUNQUEIRA;0,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,170679;-47,808707;LUZ SOLAR;MOLHADA;DUPLA;ONIBUS;Vias Municipais;BOM;EXTERNO;Entre 30 e 39km/h;1;Até 30 dias
3064174;100919;8961;2019;2019/04/21;21;ABRIL;2019;2019.04;DOMINGO;18:40:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 328;333,2;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,114896835513076;-47,82397233631135;ENTARDECER/AMANHECER;SECA;DUPLA;OUTROS;Rodovias;BOM;SUL;Mais que 100km/h;1;Até 30 dias
3066266;100323;2617;2019;2019/04/20;20;ABRIL;2019;2019.04;SÁBADO;NAO DISPONIVEL;NAO DISPONIVEL;RIBEIRAO PRETO;Ribeirão Preto;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Mais de 30 dias
3064168;100919;8820;2019;2019/04/18;18;ABRIL;2019;2019.04;QUINTA;15:41:00;TARDE;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA DA SAUDADE;456,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,167604;-47,806131;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3064756;100919;8741;2019;2019/04/17;17;ABRIL;2019;2019.04;QUARTA;19:50:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 255;19,0;ESTADUAL;CONCESSIONÁRIA-ARTESP;VIAPAULISTA;PUBLICO;-21,353876;-47,8430891;NOITE (VIA NÃO ILUMINADA);SECA;DUPLA;NÃO HÁ;Rodovias;BOM;SUL;Mais que 100km/h;1;Mais de 30 dias
3064063;100919;8395;2019;2019/04/13;13;ABRIL;2019;2019.04;SÁBADO;18:35:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;RUA DOUTOR JOSE OTAVIO DE OLIVEIRA;900,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,166587;-47,727325;NOITE (VIA ILUMINADA);SECA;DUPLA;AUTOMOVEL;Vias Municipais;BOM;EXTERNO;Entre 40 e 49km/h;1;Até 30 dias
3064004;100919;9101;2019;2019/04/07;7;ABRIL;2019;2019.04;DOMINGO;14:00:00;TARDE;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA JERONIMO GONCALVES;640,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,174096;-47,813958;LUZ SOLAR;SECA;SIMPLES;ONIBUS;Vias Municipais;BOM;EXTERNO;Entre 30 e 39km/h;1;Até 30 dias
3064008;100919;8166;2019;2019/04/05;5;ABRIL;2019;2019.04;SEXTA;19:00:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SPA 318/330;0,0;ESTADUAL;CONCESSIONÁRIA-ARTESP;VIAPAULISTA;PUBLICO;-21,112681;-47,7803968;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;AUTOMOVEL;Rodovias;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3063913;100919;7494;2019;2019/04/02;2;ABRIL;2019;2019.04;TERÇA;16:45:00;TARDE;RIBEIRAO PRETO;Ribeirão Preto;ALAMEDA TUPI;200,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,163883;-47,818318;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;ONIBUS;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3063817;100919;6985;2019;2019/03/26;26;MARÇO;2019;2019.03;TERÇA;23:04:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;TRAVESSA LAUREANO;21,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,165189;-47,818496;LUZ SOLAR;SECA;SIMPLES;NÃO HÁ;Vias Municipais;BOM;OESTE;Entre 30 e 39km/h;1;Até 30 dias
3063769;100919;6674;2019;2019/03/23;23;MARÇO;2019;2019.03;SÁBADO;05:45:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;SP 330;317,3;ESTADUAL;CONCESSIONÁRIA-ARTESP;VIAPAULISTA;PUBLICO;-21,121785493791013;-47,77382637637647;ENTARDECER/AMANHECER;SECA;DUPLA;OUTROS;Rodovias;BOM;NORTE;Entre 90 e 100km/h;1;Até 30 dias
3064384;100919;10215;2019;2019/03/17;17;MARÇO;2019;2019.03;DOMINGO;NAO DISPONIVEL;NAO DISPONIVEL;RIBEIRAO PRETO;Ribeirão Preto;RUA GENERAL CAMARA;2394,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,139647;-47,814034;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NÃO HÁ;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Mais de 30 dias
3063666;100919;6032;2019;2019/03/15;15;MARÇO;2019;2019.03;SEXTA;01:30:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;SP 330;312,1;ESTADUAL;CONCESSIONÁRIA-ARTESP;VIAPAULISTA;PUBLICO;-21,16590650990106;-47,75626668579653;NOITE (VIA NÃO ILUMINADA);SECA;DUPLA;AUTOMOVEL;Rodovias;BOM;NORTE;Entre 90 e 100km/h;1;Até 30 dias
3063670;100919;6076;2019;2019/03/09;9;MARÇO;2019;2019.03;SÁBADO;21:30:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;RUA GILBERTO PARIZI;1,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,10458;-47,826913;LUZ SOLAR;SECA;DUPLA;AUTOMOVEL;Vias Municipais;BOM;OESTE;Entre 30 e 39km/h;1;Até 30 dias
3063469;100919;5141;2019;2019/03/04;4;MARÇO;2019;2019.03;SEGUNDA;08:24:00;MANHA;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA ANTONIO E HELENA ZERRENER;1005,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,164921;-47,823788;LUZ SOLAR;SECA;SIMPLES;CAMINHAO;Vias Municipais;BOM;OESTE;Entre 40 e 49km/h;1;Até 30 dias
3063535;100919;4624;2019;2019/02/26;26;FEVEREIRO;2019;2019.02;TERÇA;11:00:00;MANHA;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA JOSE CESARIO M DA SILVA;285,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,216926;-47,818386;LUZ SOLAR;SECA;DUPLA;ONIBUS;Vias Municipais;BOM;SUL;Entre 60 e 69km/h;1;Até 30 dias
3063267;100919;3336;2019;2019/02/10;10;FEVEREIRO;2019;2019.02;DOMINGO;15:42:00;TARDE;RIBEIRAO PRETO;Ribeirão Preto;SP 333;54,0;ESTADUAL;DER;DR08 - Ribeirão Preto;PUBLICO;-21,206475195847915;-47,749286338969476;LUZ SOLAR;SECA;SIMPLES;NÃO HÁ;Rodovias;BOM;LESTE;Entre 60 e 69km/h;1;Até 30 dias
3063774;100919;6723;2019;2019/02/09;9;FEVEREIRO;2019;2019.02;SÁBADO;12:54:00;TARDE;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA DO CAFE;3000,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,173093;-47,843212;LUZ SOLAR;SECA;DUPLA;NÃO HÁ;Vias Municipais;BOM;SUL;Entre 20 e 29km/h;1;Mais de 30 dias
3063639;100919;1780;2019;2019/01/22;22;JANEIRO;2019;2019.01;TERÇA;10:10:00;MANHA;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA DA SAUDADE;192,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,170061;-47,806845;LUZ SOLAR;SECA;SIMPLES;AUTOMOVEL;Vias Municipais;BOM;EXTERNO;Entre 40 e 49km/h;1;Mais de 30 dias
3062999;100919;1478;2019;2019/01/18;18;JANEIRO;2019;2019.01;SEXTA;06:00:00;MANHA;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA EDUARDO ANDREIA MATARAZZO;1970,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,146025;-47,803952;LUZ SOLAR;SECA;SIMPLES;AUTOMOVEL;Vias Municipais;BOM;EXTERNO;Entre 60 e 69km/h;1;Até 30 dias
3062993;100919;1463;2019;2019/01/17;17;JANEIRO;2019;2019.01;QUINTA;23:00:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 330;311,88;ESTADUAL;CONCESSIONÁRIA-ARTESP;VIAPAULISTA;PUBLICO;-21,167962190024866;-47,75637281112389;NOITE (VIA NÃO ILUMINADA);SECA;DUPLA;AUTOMOVEL;Rodovias;BOM;NORTE;Entre 90 e 100km/h;1;Até 30 dias
3062935;100919;1083;2019;2019/01/13;13;JANEIRO;2019;2019.01;DOMINGO;19:30:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA PRESIDENTE KENEDY;1860,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,20199;-47,767755;LUZ SOLAR;SECA;SIMPLES;NÃO HÁ;Vias Municipais;BOM;LESTE;Entre 40 e 49km/h;1;Até 30 dias
3062771;100919;7;2019;2019/01/01;1;JANEIRO;2019;2019.01;TERÇA;04:45:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;RODOVIA JOSE FREGONEZI;NAO DISPONIVEL;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;NAO DISPONIVEL;NAO DISPONIVEL;NOITE (VIA NÃO ILUMINADA);ENLAMEADA;SIMPLES;NÃO HÁ;Vias Municipais;BOM;SUL;Entre 50 e 59km/h;1;Até 30 dias
3064621;100919;11465;2019;2018/07/31;31;JULHO;2018;2018.07;TERÇA;08:00:00;MANHA;RIBEIRAO PRETO;Ribeirão Preto;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Mais de 30 dias
3067426;100919;26081;2019;2019/12/01;1;DEZEMBRO;2019;2019.12;DOMINGO;05:20:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;SP 330;306,2;ESTADUAL;CONCESSIONÁRIA-ARTESP;VIAPAULISTA;PUBLICO;-21,220115744663225;-47,75911291765447;ENTARDECER/AMANHECER;MOLHADA;DUPLA;CAMINHAO;Rodovias;CHUVA;NORTE;Entre 90 e 100km/h;1;Até 30 dias
3067016;100919;23844;2019;2019/11/01;1;NOVEMBRO;2019;2019.11;SEXTA;17:44:00;TARDE;RIBEIRAO PRETO;Ribeirão Preto;SP 328;335,8;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,102170377461324;-47,80222966752772;ENTARDECER/AMANHECER;MOLHADA;DUPLA;AUTOMOVEL;Rodovias;BOM;NORTE;Entre 90 e 100km/h;1;Até 30 dias
3067018;100919;23851;2019;2019/11/01;1;NOVEMBRO;2019;2019.11;SEXTA;17:15:00;TARDE;RIBEIRAO PRETO;Ribeirão Preto;SP 330;312,8;ESTADUAL;CONCESSIONÁRIA-ARTESP;VIAPAULISTA;PUBLICO;-21,159363180096374;-47,756382187272536;LUZ SOLAR;MOLHADA;DUPLA;CAMINHAO;Rodovias;CHUVA;SUL;Entre 90 e 100km/h;1;Até 30 dias
3066936;100919;23411;2019;2019/10/26;26;OUTUBRO;2019;2019.10;SÁBADO;20:48:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 328;337,1;ESTADUAL;DER;DR08 - Ribeirão Preto;PUBLICO;-21,092205744280744;-47,79413689661613;NOITE (VIA NÃO ILUMINADA);SECA;SIMPLES;NÃO HÁ;Rodovias;BOM;NORTE;Mais que 100km/h;1;Até 30 dias
3066687;100919;22248;2019;2019/10/12;12;OUTUBRO;2019;2019.10;SÁBADO;19:50:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 330;302,6;ESTADUAL;CONCESSIONÁRIA-ARTESP;VIAPAULISTA;PUBLICO;-21,252981873139102;-47,75532033953468;NOITE (VIA NÃO ILUMINADA);SECA;DUPLA;AUTOMOVEL;Rodovias;BOM;NORTE;Entre 90 e 100km/h;1;Até 30 dias
3066434;100919;20657;2019;2019/09/22;22;SETEMBRO;2019;2019.09;DOMINGO;18:30:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 330;318,0;ESTADUAL;CONCESSIONÁRIA-ARTESP;VIAPAULISTA;PUBLICO;-21,11647453907959;-47,777659123490196;NOITE (VIA NÃO ILUMINADA);SECA;DUPLA;AUTOMOVEL;Rodovias;BOM;SUL;Entre 90 e 100km/h;1;Até 30 dias
3066395;100919;20365;2019;2019/09/19;19;SETEMBRO;2019;2019.09;QUINTA;00:10:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;SP 328;334,2;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,11011949686853;-47,81583115253572;NOITE (VIA NÃO ILUMINADA);SECA;DUPLA;CAMINHAO;Rodovias;BOM;SUL;Entre 90 e 100km/h;1;Até 30 dias
3066203;100919;19452;2019;2019/09/07;7;SETEMBRO;2019;2019.09;SÁBADO;06:00:00;MANHA;RIBEIRAO PRETO;Ribeirão Preto;SP 328;337,5;ESTADUAL;DER;DR08 - Ribeirão Preto;PUBLICO;-21,088796323379146;-47,79278670081761;NOITE (VIA NÃO ILUMINADA);OUTRAS;SIMPLES;NÃO HÁ;Rodovias;BOM;NORTE;Entre 90 e 100km/h;2;Até 30 dias
3066117;100919;18907;2019;2019/08/31;31;AGOSTO;2019;2019.08;SÁBADO;02:00:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;SP 330;309,0;ESTADUAL;CONCESSIONÁRIA-ARTESP;VIAPAULISTA;PUBLICO;-21,194870841703178;-47,757784704192844;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;CAMINHAO;Rodovias;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3065881;100919;17827;2019;2019/08/16;16;AGOSTO;2019;2019.08;SEXTA;19:00:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SPA 325/322;6,5;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,176152;-47,8525091;NOITE (VIA ILUMINADA);SECA;DUPLA;ONIBUS;Rodovias;BOM;LESTE;Entre 90 e 100km/h;1;Até 30 dias
3065801;100919;17347;2019;2019/08/10;10;AGOSTO;2019;2019.08;SÁBADO;18:00:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 330;313,8;ESTADUAL;CONCESSIONÁRIA-ARTESP;VIAPAULISTA;PUBLICO;-21,150152403351772;-47,757954604624516;ENTARDECER/AMANHECER;SECA;DUPLA;NÃO HÁ;Rodovias;BOM;NORTE;Entre 90 e 100km/h;1;Até 30 dias
